article,german,level,category,plural,chapter,duolingo
,wiederbekommen,B2,Verb,,,
,wiederfinden,B2,Verb,,,
,wiederholen,A1,Verb,,,
,wiederkriegen,B2,Verb,,,
,wiedersehen,B2,Verb,,,
,wiegen,B1,Verb,,,
,winken,B1,Verb,,,
,wirken,B1,Verb,,,
,wischen,B2,Verb,,,
,wissen,A1,Verb,,,
,wundern,B1,Verb,,,
,zählen,B1,Verb,,,
,zeichnen,A2,Verb,,,
,zelten,B2,Verb,,,
,zerfallen,B2,Verb,,,
,zerstören,B1,Verb,,,
,ziehen,A2,Verb,,,
,zocken,B2,Verb,,,
,zubereiten,B2,Verb,,,
,zugeben,B2,Verb,,,
,zugehen,B2,Verb,,,
,zugucken,B2,Verb,,,
,zunehmen,B1,Verb,,,
,zurückbekommen,B2,Verb,,,
,zurückgeben,A2,Verb,,,
,zurückgehen,A2,Verb,,,
,zurückholen,B2,Verb,,,
,zurückkommen,A2,Verb,,,
,zurückkriegen,B2,Verb,,,
,zurückschicken,B2,Verb,,,
,zurückziehen,B2,Verb,,,
,zusagen,B1,Verb,,,
,zusammenarbeiten,B2,Verb,,,
,zusammenfassen,B1,Verb,,,
,zusammenhängen,B2,Verb,,,
,zusammenhalten,B2,Verb,,,
,zusammenkommen,B2,Verb,,,
,zusammenpassen,B2,Verb,,,
,zusammenrücken,B2,Verb,,,
,zuschauen,B1,Verb,,,
,zustimmen,B1,Verb,,,
,zutreffen,B1,Verb,,,
,zweifeln,B1,Verb,,,
,zwingen,B1,Verb,,,
