article,german,level,category,plural,chapter,duolingo
der,Kassenbon,B2,Noun,,,
das,Kassengerät,B2,Noun,,,
der,Kassenpatient,B2,Noun,,,
die,Kassette,B1,Noun,,,
das,Kassler,B2,Noun,,,
der,Kasten,B1,Noun,,,
der,Katalog,B1,Noun,,,
die,Katastrophe,B1,Noun,,,
das,Katzenbaby,A2,Noun,,,
das,Katzenbild,B2,Noun,,,
der,Kauf,B1,Noun,,,
das,Kaufhaus,A2,Noun,,,
der,Kebab,A2,Noun,,,
der,Kebabladen,A2,Noun,,,
der,Keks,B2,Noun,Kekse,1.6,
der,Kellner,B1,Noun,,,
die,Kellnerin,B1,Noun,,,
das,Kennzeichen,B2,Noun,Kennzeichen,1.3,
der,Kern,B2,Noun,,,
die,Kernspintomografie,B2,Noun,,,
die,Kerze,B1,Noun,,,
das,Ketchup,A1,Noun,,,
die,Kette,A2,Noun,,,
das,Keyboard,A1,Noun,,,
der,Kiez,B2,Noun,,,
das,Kinderbett,A2,Noun,,,
der,Kindergarten,A1,Noun,,,
das,Kindermädchen,,Noun,Kindermädchen,1.3,
der,Kinderwagen,B2,Noun,,,
die,Kindheit,B2,Noun,,,
die,Kindheitserinnerung,B2,Noun,,,
das,Kino,A1,Noun,Kinos,1.5,
der,Kiosk,A1,Noun,,,
die,Kirche,B1,Noun,Kirchen,2.1,
die,Kirsche,A1,Noun,,,
das,Kissen,B1,Noun,,,
die,Kiste,A2,Noun,,,
die,Kita,B2,Noun,,,
die,Kiwi,A2,Noun,,,
das,Klamottengeschäft,B2,Noun,,,
der,Klang,B1,Noun,,,
die,Klasse,A1,Noun,Klassen,1.1,
das,Klavier,A2,Noun,,,
der,Kleiderbügel,B2,Noun,,,
die,Kleinanzeige,B2,Noun,,,
das,Kleingeld,B1,Noun,,,
das,Kleingeld,B2,Noun,,,
die,Kleinigkeit,B2,Noun,,,
die,Kletterhalle,B2,Noun,,,
das,Klima,B1,Noun,,,
die,Klimaanlage,B1,Noun,,,
die,Klingel,B2,Noun,,,
das,Klischee,B2,Noun,,,
das,Klo,A2,Noun,,,
der,Kloß,B2,Noun,,,
der,Knödel,B2,Noun,,,
der,Knast,B2,Noun,,,
das,Knie,B1,Noun,Knie,1.8,
der,Knochen,B1,Noun,,,
das,Kochen,A1,Noun,,,
der,Koffer,A1,Noun,,,
die,Kohle,B2,Noun,,,
die,Kohlensäure,B2,Noun,,,
die,Kokosnuss,B1,Noun,,,
der,Kollege,A1,Noun,,,
die,Kollegin,A2,Noun,,,
das,Kollektiv,B2,Noun,,,
der,Kommentar,B2,Noun,,,
die,Kommune,B2,Noun,,,
die,Kommunikation,B1,Noun,,,
das,Kommunikationsmittel,B2,Noun,,,
der,Kommunismus,B2,Noun,,,
das,Kompliment,B2,Noun,,,
die,Komponente,B2,Noun,,,
das,Kompositum,B2,Noun,,,
der,Kompromiss,B1,Noun,,,
die,Kondompackung,B2,Noun,,,
die,Konferenz,B1,Noun,,,
die,Konfitüre,B2,Noun,,,
der,Konflikt,B1,Noun,,,
die,Konfliktsituation,B2,Noun,,,
die,Konjunktion,B2,Noun,,,
der,Konjunktiv,B1,Noun,,,
die,Konkurrenz,B1,Noun,,,
die,Konstellation,B2,Noun,,,
das,Konstrukt,B2,Noun,,,
die,Konstruktion,B2,Noun,,,
das,Konsulat,B2,Noun,,,
der,Konsum,B1,Noun,,,
der,Kontakt,A2,Noun,,,
der,Kontext,B2,Noun,,,
der,Kontinent,B2,Noun,,,
das,Konto,A1,Noun,,,
die,Kontrolle,B1,Noun,,,
das,Konzept,B2,Noun,,,
das,Konzert,A2,Noun,,,
der,Kopfhörer,B2,Noun,,,
der,Kopfhörer,B2,Noun,,,
der,Kopfschmerz,B2,Noun,,,
die,Kopie,B1,Noun,,,
der,Kopierer,B1,Noun,,,
die,Kopiermaschine,B2,Noun,,,
der,Korb,B1,Noun,,,
der,Korken,B2,Noun,,,
der,Korn,B2,Noun,,,
der,Korridor,B2,Noun,,,
die,Kosmetik,A2,Noun,,,
das,Kostüm,B1,Noun,,,
die,Kosten,B2,Noun,,2.2,
die,Krabbe,B2,Noun,,,
der,Krach,B2,Noun,,,
die,Kraft,B1,Noun,Kräfte,1.7,
das,Kraftfahrzeug,B1,Noun,,,
das,Kraftwerk,B2,Noun,,,
der,Kram,B2,Noun,,,
der,Kranke,A2,Noun,,,
die,Krankenkasse,B1,Noun,,,
der,Krankenpfleger,B1,Noun,,,
die,Krankenschwester,B1,Noun,,,
der,Kredit,A2,Noun,,,
die,Kreditkarte,B1,Noun,,,
der,Kreis,B1,Noun,,,
das,Kreuz,B1,Noun,,,
die,Kreuzung,A2,Noun,,,
der,Krieg,B1,Noun,,,
der,Krimi,A2,Noun,,,
die,Krimi-Serie,B2,Noun,,,
die,Kriminalität,B2,Noun,,,
die,Kriminalitätsrate,B2,Noun,,,
die,Kriminalpolizei,B2,Noun,,,
der,Kriminelle,B2,Noun,,,
die,Krise,B1,Noun,,,
die,Kritik,B1,Noun,,,
das,Kroatien,A2,Noun,,,
der,Kuchenteller,B2,Noun,,,
die,Kugel,B2,Noun,,,
der,Kugelschreiber,A1,Noun,Kugelschreiber,1.7,
die,Kulisse,B2,Noun,Kulissen,2.2,
der,Kult,B2,Noun,,,
die,Kultur,A2,Noun,,1.5,
der,Kulturkreis,B2,Noun,,,
der,Kulturschock,B2,Noun,,,
der,Kummer,B2,Noun,,,
der,Kumpel,B2,Noun,,,
die,Kunst,A1,Noun,,,
die,Kunst,A2,Noun,,1.7,
die,Kunstgeschichte,B2,Noun,,,
der,Kunststoff,B2,Noun,,,
der,Kurs,A1,Noun,,,
der,Kursleiter,B1,Noun,,,
die,Kurve,B1,Noun,,,
die,Kurzform,B2,Noun,,,
die,Kurzstrecke,B2,Noun,,,
der,Kuss,B1,Noun,,,
das,Lächeln,B1,Noun,,,
die,Länge,B1,Noun,,,
der,Lärm,B1,Noun,,,
der,Läufer,A1,Noun,,,
die,Läuferin,A2,Noun,,,
die,Lösung,A1,Noun,,,
der,Löwe,A2,Noun,Löwen,1.4,
die,Löwin,A2,Noun,,,
die,Lücke,B2,Noun,,,
die,Lüge,A2,Noun,,,
das,Labor,B2,Noun,,,
das,Lachen,B2,Noun,,,
die,Lage,B1,Noun,,,
das,Lager,B1,Noun,Lager,1.5,
die,Lagerung,B2,Noun,,,
das,Lama,,Noun,Lamas,1.4,
die,Landschaft,A2,Noun,,,
die,Landung,B1,Noun,,,
die,Landwirtschaft,B1,Noun,,,
die,Langeweile,B1,Noun,,,
der,Lappen,B2,Noun,,,
der,Laptop,A2,Noun,Laptops,1.7,
das,Laster,B2,Noun,,,
das,Laufwerk,B2,Noun,,,
die,Laune,B1,Noun,,,
der,Lautsprecher,B1,Noun,,,
das,Leben,A1,Noun,,,
die,Lebensfreude,B2,Noun,,,
die,Lebensgefahr,B2,Noun,,,
die,Lebensgemeinschaft,B2,Noun,,,
das,Lebensjahr,B2,Noun,,,
der,Lebenskünstler,B2,Noun,,,
der,Lebenslauf,B1,Noun,,,
das,Lebensmittel,B1,Noun,,,
die,Lebensmittelunverträglichkeit,B2,Noun,,,
die,Lebensqualität,B2,Noun,,,
der,Lebenstil,B2,Noun,,,
die,Leber,B2,Noun,,,
der,Leberkäse,B2,Noun,,,
der,Leberkäse,B2,Noun,,,
die,Leberwurst,B2,Noun,,,
das,Lebewesen,B2,Noun,,,
das,Leergut,B2,Noun,,,
die,Legalisierung,B2,Noun,,,
die,Lehre,B2,Noun,,,
der,Lehrling,B2,Noun,,,
die,Lehrstelle,B2,Noun,,,
die,Leidenschaft,B2,Noun,,,
die,Leistung,B1,Noun,,,
der,Leistungskurs,B2,Noun,,,
der,Leitspruch,B2,Noun,,,
der,Lenker,B2,Noun,,,
der,Lerner,B2,Noun,,,
das,Lesen,B1,Noun,,,
der,Leser,B2,Noun,,,
der,Leuchtturm,B2,Noun,,,
das,Level,B2,Noun,,,
das,Lexikon,B1,Noun,,,
der,Libanon,B2,Noun,,,
der,Lidschatten,B2,Noun,,,
die,Liebe,B1,Noun,,,
die,Lieben,B2,Noun,,,
der,Liebesbrief,B2,Noun,,,
das,Lieblingsgetränk,B2,Noun,,,
das,Lieblingsrestaurant,B2,Noun,,,
das,Lieblingsspiel,B2,Noun,,,
das,Lieblingswort,B2,Noun,,,
das,Lied,A1,Noun,,,
der,Liedtext,B2,Noun,,,
der,Lieferant,B2,Noun,,,
die,Lieferung,B1,Noun,,,
der,Lift,B2,Noun,,,
die,Limonade,B1,Noun,Limonaden,1.5,
das,Lineal,,Noun,Lineale,1.7,
der,Linguist,B2,Noun,,,
die,Linie,B1,Noun,,,
der,Link,A2,Noun,,,
der,Linseneintopf,B2,Noun,,,
die,Lippe,B1,Noun,,,
die,Liste,B1,Noun,,,
die,Literatur,B2,Noun,,,
der,LKW,B2,Noun,,,
das,Loch,B1,Noun,,,
der,Locher,B2,Noun,,,
der,Lohn,B1,Noun,,,
die,Lust,A2,Noun,,,
das,Märchen,B2,Noun,,,
der,März,A1,Noun,,1.6,
das,Möbelgeschäft,B2,Noun,,,
das,Möbelstück,B2,Noun,,,
das,Möbelstück,B2,Noun,,,
die,Möglichkeit,B1,Noun,,,
die,Möhre,B2,Noun,,,
die,Mühe,B1,Noun,,,
der,Müll,A2,Noun,,,
die,Müllabfuhr,B1,Noun,,,
der,Mülleimer,B1,Noun,,,
der,Müllmann,A2,Noun,,,
die,Münze,B1,Noun,,,
die,Mütze,A2,Noun,,,
das,Maß,B1,Noun,,,
die,Maßnahme,B2,Noun,,,
das,Magazin,B1,Noun,,,
die,Mahlzeit,B1,Noun,,,
die,Mahnung,B2,Noun,,,
der,Mai,A1,Noun,,1.6,
die,Mailbox,A2,Noun,,,
der,Mainstream,B2,Noun,,,
das,Mal,A2,Noun,,,
der,Maler,B1,Noun,,,
die,Malerin,B1,Noun,,,
die,Mama,A1,Noun,,,
der,Mangel,B1,Noun,,,
die,Mannschaft,A2,Noun,,,
die,Mappe,B2,Noun,,,
das,Marijuana,B2,Noun,,,
die,Marke,B1,Noun,,,
die,Maschine,A1,Noun,,,
der,Maschinenbau,B2,Noun,,,
das,Material,B1,Noun,,,
,Mathe,,Noun,,1.7,
die,Matratze,B2,Noun,,,
das,Maul,B2,Noun,,,
die,Maultasche,B2,Noun,,,
der,Maurer,B2,Noun,,,
die,Mayo,A1,Noun,,,
die,Mayonnaise,B2,Noun,,,
der,Mechaniker,B1,Noun,,,
die,Medienbranche,B2,Noun,,,
das,Medikament,A2,Noun,,,5
die,Meditation,B2,Noun,,,
das,Meerschweinchen,,Noun,Meerschweinchen,1.4,
das,Meeting,B2,Noun,,,
das,Mehl,B1,Noun,,,
die,Mehrheit,B1,Noun,,,
die,Mehrwertsteuer,B2,Noun,,,
die,Meinung,A2,Noun,,,
die,Meldung,B1,Noun,,,
die,Melone,B1,Noun,,,
die,Memme,B2,Noun,,,
das,Menü,B1,Noun,,,
die,Menge,B1,Noun,,,
die,Mensa,B2,Noun,,,
die,Mentalität,B2,Noun,,,
die,Messe,A2,Noun,,,
der,Messerschärfer,B2,Noun,,,
die,Methode,B1,Noun,,,
die,Metropole,B1,Noun,,,
der,Metzger,B1,Noun,,,
die,Metzgerei,B2,Noun,,,
die,Miete,A1,Noun,,,
der,Mieter,B1,Noun,,,
der,Mietpreis,B2,Noun,,,
der,Mietvertrag,B2,Noun,,,
die,Migräne,B2,Noun,,,
der,Migrant,B1,Noun,,,
die,Migration,B1,Noun,,,
der,Migrationshintergrund,B2,Noun,,,
die,Mikrobiologie,B2,Noun,,,
die,Mikrowelle,B2,Noun,,,
der,Milchreis,B2,Noun,,,
das,Militär,B2,Noun,,,
die,Minderheit,B1,Noun,,,
das,Mineral,A2,Noun,,,
das,Mineralwasser,B1,Noun,,,
die,Minute,A1,Noun,Minuten,1.5,
die,Mischung,B2,Noun,,,
das,Missverständnis,B2,Noun,,,
der,Mitarbeiter,B2,Noun,,,
die,Mitbewohnerin,B2,Noun,,,
die,Mitfahrgelegenheit,B2,Noun,,,
die,Mittagspause,A2,Noun,,,
die,Mitte,A1,Noun,,,
das,Mittel,A2,Noun,,,
das,Mittelalter,B2,Noun,,,
die,Mitternacht,B2,Noun,,,
der,Mittler,B2,Noun,,,
der,Mittwochabend,B2,Noun,,,
die,Mobilität,B1,Noun,,,
das,Mobiltelefon,B2,Noun,,,
die,Modalpartikel,B2,Noun,,,
die,Mode,A2,Noun,,,
das,Modell,B1,Noun,,,
der,Moderator,B2,Noun,,,
der,Moment,A1,Noun,,1.7,
der,Monat,A1,Noun,Monate,1.6,
der,Monitor,B1,Noun,,,
der,Mord,B2,Noun,,,
der,Mord,B2,Noun,,,
die,Morgenroutine,B2,Noun,,,
die,Moscheegemeinde,B2,Noun,,,
der,Motor,A2,Noun,,,
der,Motorroller,A2,Noun,,,
der,Multifunktionsdrucker,B2,Noun,,,
das,Mundwasser,B2,Noun,,,
das,Museum,A2,Noun,,,
die,Musik,A2,Noun,die Musiken,1.1,
der,Musiker,B2,Noun,,,
die,Musikerin,B1,Noun,,,
der,Musikgeschmack,B2,Noun,,,
die,Musikrichtung,B2,Noun,,,
der,Musikstil,B2,Noun,,,
der,Musikunterricht,B2,Noun,,,
der,Muskel,B1,Noun,,,
der,Mut,B1,Noun,,,
die,Muttersprache,B1,Noun,,,
der,Muttersprachler,B1,Noun,,,
die,Nähe,A2,Noun,,1.6,
der,Nachbar,A2,Noun,,,
die,Nachbarin,A2,Noun,,,
die,Nachdenklichkeit,B2,Noun,,,
die,Nachfolgerin,B2,Noun,,,
die,Nachfrage,B1,Noun,,,
die,Nachhilfe,B2,Noun,,,
der,Nachmittag,A1,Noun,Nachmittage,1.5,
der,Nachname,A1,Noun,,,
der,Nacho,A2,Noun,,,
die,Nachricht,A1,Noun,,,
der,Nachteil,B1,Noun,,,
der,Nachwuchs,B2,Noun,,,
der,Nacken,B2,Noun,,,
die,Nadel,B1,Noun,,,
der,Nagel,B1,Noun,,,
der,Nahrungsmangel,B2,Noun,,,
die,Nahrungsmittel,B2,Noun,,,
der,Nahverkehr,B2,Noun,,,
das,Nashorn,B2,Noun,,,
die,Nationalhymne,B2,Noun,,,
der,Nationalismus,B2,Noun,,,
die,Nationalität,B2,Noun,,,
der,Nationalpark,B2,Noun,,,
der,Nationalsozialismus,B2,Noun,,,
der,Nationalstolz,B2,Noun,,,
die,Naturwissenschaft,B2,Noun,,1.7,
der,Nebel,B1,Noun,,,
der,Nebensatz,B2,Noun,,,
der,Neid,B2,Noun,,,
die,Neigung,B2,Noun,,,
der,Nerv,B1,Noun,,,
das,Netz,B1,Noun,,,
das,Netzwerk,B1,Noun,,,
der,Neuankömmling,B2,Noun,,,
die,Neuigkeit,B1,Noun,,,
der,Nichtraucher,B1,Noun,,,
die,Niederlande,A2,Noun,,,
das,Niveau,B2,Noun,,,
das,Nomen,B2,Noun,,,
,Nordamerika,,Noun,,1.4,
der,Nordbahnhof,B2,Noun,,,
der,Norden,A1,Noun,,,
die,Nordsee,B2,Noun,,,
die,Nordseeinsel,B2,Noun,,,
das,Norwegen,A1,Noun,,,
die,Not,B1,Noun,,,
die,Notaufnahme,B1,Noun,,,
der,Notausgang,B1,Noun,,,
die,Note,A2,Noun,,,
die,Notiz,A2,Noun,,,
die,Notlüge,B2,Noun,,,
die,Notregelung,B2,Noun,,,
der,November,A1,Noun,,1.6,
die,Nudel-Gemüse-Suppe,B2,Noun,,,
der,Ober,B1,Noun,,,
die,Oberflächlichkeit,B2,Noun,,,
der,Oberkellner,B2,Noun,,,
das,Objekt,B2,Noun,,,
der,Obststand,A2,Noun,,,
der,Ofen,B1,Noun,,,
die,Offenheit,B2,Noun,,,
die,Ohnmacht,B2,Noun,,,
der,Oktober,A1,Noun,,1.6,
das,Olivenöl,A2,Noun,,,
die,Oper,B1,Noun,,,
die,Operation,B1,Noun,,,
die,Opposition,B2,Noun,,,
das,Orchester,B1,Noun,,,
der,Ordner,B2,Noun,,,
die,Ordnung,A1,Noun,,,
die,Organisation,B1,Noun,,,
das,Original,B1,Noun,,,
das,Ostberlin,A2,Noun,,,
der,Osten,A1,Noun,,,
das,Ostern,B1,Noun,,,
das,Osteuropa,A2,Noun,,,
die,Ostsee,B2,Noun,,,
der,Otter,B2,Noun,,,
der,Ozean,B1,Noun,,,
die,Pünktlichkeit,B2,Noun,,,
die,Packung,B1,Noun,,,
das,Paddel,B2,Noun,,,
das,Paket,A2,Noun,,,
der,Panda,,Noun,Pandas,1.4,
die,Panik,B2,Noun,,,
die,Panne,B1,Noun,,,
der,Papagei,B2,Noun,Papageien,1.4,
der,Pappbecher,B2,Noun,,,
das,Paradies,B2,Noun,,,
das,Parfüm,A2,Noun,,,
der,Parkplatz,B1,Noun,,,
das,Parlament,B1,Noun,,,
das,Parlamentsmitglied,B2,Noun,,,
die,Partei,B2,Noun,,,
der,Partnerin,A1,Noun,Partnerinnen,1.6,
die,Party,A1,Noun,Partys,1.6,
der,Passagier,B1,Noun,,,
das,Passwort,B1,Noun,,,
die,Pasta,B2,Noun,,,
die,Patientin,B1,Noun,,,
der,Patriotismus,B2,Noun,,,
die,Pause,A1,Noun,Pausen,1.6,
der,PC,A2,Noun,,,
das,Pech,B1,Noun,,,
der,Perfektionist,B2,Noun,,,
die,Persönlichkeit,B2,Noun,,,
das,Personal,B1,Noun,,,
der,Personalmangel,B2,Noun,,,
die,Perspektive,B2,Noun,,,
der,Pessimismus,B2,Noun,,,
das,Pfand,B2,Noun,,,
der,Pfandbon,B2,Noun,,,
die,Pfanne,B1,Noun,,,
der,Pfannekuchen,B1,Noun,,,
der,Pfannkuchen,B2,Noun,,,
der,Pfeffer,B1,Noun,,,
die,Pflanze,A2,Noun,,,
die,Pflaume,B1,Noun,,,
der,Pfleger,B1,Noun,,,
die,Pflicht,B1,Noun,,,
das,Pfund,B1,Noun,,,
das,Pfund,B2,Noun,,,
das,Phänomen,B2,Noun,,,
die,Phantasie,B1,Noun,,,
die,Pharmazie,B2,Noun,,,
der,Philosoph,B2,Noun,,,
die,Physik,B1,Noun,,1.7,
die,Physiotherapiepraxis,B2,Noun,,,
das,Picknick,B1,Noun,,,
die,Pille,B1,Noun,,,
der,Pilot,B1,Noun,,,
der,Pinguin,B1,Noun,Pinguine,1.4,
das,Plüschtier,B2,Noun,,,
das,Plakat,A2,Noun,,,
der,Plan,A1,Noun,,,
der,Planet,B2,Noun,,,
die,Planung,B1,Noun,,,
der,Plastikbezug,B2,Noun,,,
die,Plastiktüte,B2,Noun,,,
der,Plattenladen,B2,Noun,,,
die,Platzangst,B2,Noun,,,
der,Po,B2,Noun,,,
der,Pole,B2,Noun,,,
das,Polen,A1,Noun,,,
die,Politik,A2,Noun,,,
der,Politiker,B1,Noun,,,
die,Polizei,A1,Noun,,,
der,Polizeieinsatz,B2,Noun,,,
der,Polizist,B1,Noun,,,
die,Polizistin,B1,Noun,,,
das,Pony,A2,Noun,,,
der,Pool,A2,Noun,,,
der,Popcornautomat,B2,Noun,,,
das,Portemonnaie,B1,Noun,,,
die,Portion,A2,Noun,,,
das,Portmonee,B2,Noun,,,
die,Post,A1,Noun,,2.1,
die,Postbotin,B2,Noun,,,
das,Poster,A2,Noun,,,
die,Postkarte,A2,Noun,,,
die,Postleitzahl,B1,Noun,,,
das,Potenzial,B2,Noun,,,
der,Pott,B2,Noun,,,
das,Prädikat,B2,Noun,,,
das,Präfix,B2,Noun,,,
die,Präposition,B2,Noun,,,
die,Präsentation,B1,Noun,,,
die,Prüfung,A1,Noun,,,
der,Praktikant,B1,Noun,,,
die,Praktikantin,B1,Noun,,,
das,Praktikum,A1,Noun,,,
der,Praktikumsplatz,B2,Noun,,,
die,Presse,B1,Noun,,,
das,Privatleben,B2,Noun,,,
die,Privatsphäre,B2,Noun,,,
der,Proberaum,B2,Noun,,,
das,Problem,A1,Noun,,,
das,Produkt,A2,Noun,,,
die,Produktion,B1,Noun,,,
der,Profi,B1,Noun,Profis,2.1,
das,Programm,A2,Noun,,,
das,Projekt,A2,Noun,,,
der,Projektassistent,B2,Noun,,,
der,Projektmanager,B2,Noun,,,
das,Pronomen,B2,Noun,,,
der,Prospekt,B1,Noun,,,
der,Protest,B1,Noun,,,
die,Provokation,B2,Noun,,,
der,Prozess,B1,Noun,,,
die,Psychologie,B2,Noun,,,
die,Psychotherapeutin,B2,Noun,,,
die,Publikation,B1,Noun,,,
die,Publikation,B2,Noun,,,
der,Pullover,A2,Noun,,,
der,Punk,B2,Noun,,,
der,Punkrock,B2,Noun,,,
der,Punkt,B1,Noun,Punkte,1.2,
die,Puppe,B1,Noun,,,
das,Putztuch,B2,Noun,,,
der,Quadratmeter,B2,Noun,,,
die,Qualifikation,B1,Noun,,,
die,Qualität,A2,Noun,,,
der,Quark,B2,Noun,,,
der,Quatsch,A2,Noun,,1.2,
die,Quelle,B2,Noun,,,
die,Quittung,B1,Noun,,,
das,Quiz,A2,Noun,,,
die,Quote,B2,Noun,,,
das,Rätsel,A2,Noun,,,
das,Rückenschwimmen,B2,Noun,,,
die,Rückfahrt,B1,Noun,,,
die,Rückkehr,B1,Noun,,,
die,Rücksichtslosigkeit,B2,Noun,,,
das,Rührei,B2,Noun,,,
der,Rabatt,B1,Noun,,,
das,Rad,B1,Noun,,1.5,
der,Radiergummi,,Noun,Radiergummis,1.7,
das,Radio,A2,Noun,,,
der,Rand,B1,Noun,,,
der,Rasen,B1,Noun,,,
die,Rasse,B2,Noun,,,
der,Rat,B1,Noun,,,
die,Rate,B2,Noun,,,
das,Rathaus,B1,Noun,Rathäuser,2.1,
der,Ratschlag,B1,Noun,,,
die,Ratte,B2,Noun,Ratten,1.4,
das,Rauchen,B2,Noun,,,
die,Raupe,B2,Noun,,,
die,Reaktion,B1,Noun,,,
die,Realität,B1,Noun,,,
die,Recherche,B1,Noun,,,
die,Rechnungssumme,B2,Noun,,,
das,Recht,A2,Noun,,,
der,Rechtsanwalt,B2,Noun,,,
die,Rechtschreibung,B2,Noun,,,
die,Rede,B1,Noun,,,
die,Redewendung,B2,Noun,,,
die,Reform,B1,Noun,,,
das,Regal,B1,Noun,,,
die,Regel,B1,Noun,,,
der,Regen,A1,Noun,,,
die,Regierung,B2,Noun,,,
der,Reißverschluss,B2,Noun,,,
die,Reibung,B2,Noun,,,
der,Reichtum,B2,Noun,,,
der,Reifen,A2,Noun,,,
die,Reihe,A2,Noun,,,
das,Reisebüro,B1,Noun,,,
der,Reisende,B2,Noun,,,
der,Reisepass,B2,Noun,,,
das,Reiten,A2,Noun,,,
der,Reiz,B2,Noun,,,
die,Reklame,B2,Noun,,,
der,Rekord,B1,Noun,,,
die,Religion,B1,Noun,,1.7,
das,Rennrad,B2,Noun,,,
die,Renovierung,B2,Noun,,,
die,Rente,B1,Noun,,,
der,Rentner,B2,Noun,,,
die,Reparatur,A1,Noun,,,
die,Reportage,B1,Noun,,,
der,Reporter,B1,Noun,,,
die,Reservierung,B1,Noun,,,
die,Resignation,B2,Noun,,,
der,Respekt,B1,Noun,,,
der,Rest,A2,Noun,Reste,2.2,
der,Restmüll,B2,Noun,,,
das,Resultat,B2,Noun,,,
der,Rettungsring,B2,Noun,,,
die,Rettungsweste,B2,Noun,,,
die,Rezeption,A1,Noun,,,
der,Rhabarbarlikör,B2,Noun,,,
die,Rhabarbersaftschorle,B2,Noun,,,
der,Richter,B1,Noun,,,
die,Richterin,B1,Noun,,,
die,Richtung,B1,Noun,,,
das,Rind,A2,Noun,,,
das,Rindfleisch,B2,Noun,,,
die,Ringbahn,B2,Noun,,,
das,Ritual,B2,Noun,,,
die,Ritze,B2,Noun,,,
die,Robbe,B2,Noun,,,
der,Roboter,B1,Noun,,,
die,Rocksängerin,B2,Noun,,,
das,Rohr,B1,Noun,,,
die,Rolle,B1,Noun,,,
der,Roller,B2,Noun,,,
die,Rolltreppe,B2,Noun,,,
der,Roman,B1,Noun,,,
die,Rose,A2,Noun,,,
der,Rosenkohl,B2,Noun,,,
der,Rotkohl,B2,Noun,,,
das,Ruderboot,B2,Noun,,,
der,Rufname,B2,Noun,,,
die,Rufnummer,B2,Noun,,,
die,Ruhe,A2,Noun,,,
die,Runde,B1,Noun,,,
die,Rundfahrt,B1,Noun,,,
der,Rundgang,A2,Noun,,,
das,Russland,A1,Noun,,,
die,S-Bahn,B1,Noun,S-Bahnen,2.2,
der,Sänger,B2,Noun,,,
die,Sängerin,B1,Noun,,,
die,Säure,B2,Noun,,,
die,Süßigkeit,B1,Noun,Süßigkeiten,1.6,
,Südamerika,,Noun,,1.4,
der,Süden,A1,Noun,,,
der,Südwesten,A2,Noun,,,
der,Saal,B1,Noun,,,
das,Sachbuch,B2,Noun,,,
die,Sache,A2,Noun,,,
der,Sack,B1,Noun,,,
die,Saison,B1,Noun,,,
die,Salbe,B1,Noun,,,
der,Salon,B2,Noun,,,
der,Sattel,B2,Noun,,,
der,Satz,B2,Noun,,,
der,Satzbau,B2,Noun,,,
die,Satzstellung,B2,Noun,,,
die,Satzstruktur,B2,Noun,,,
der,Satzteil,B2,Noun,,,
die,Sauberkeit,B2,Noun,,,
das,Sauerkraut,B2,Noun,,,
der,Sauerstoff,B2,Noun,,,
die,Schönheit,B2,Noun,,,
das,Schachbrett,B2,Noun,,,
der,Schaden,B1,Noun,,,
das,Schaf,A2,Noun,Schafe,1.4,
der,Schal,B2,Noun,,,
die,Schale,B2,Noun,,,
die,Schallplatte,B2,Noun,,,
der,Schallplattenladen,B2,Noun,,,
der,Schalter,A1,Noun,,,
die,Schande,B2,Noun,,,
der,Schatten,B1,Noun,,,
der,Schatz,B1,Noun,,,
das,Schaufenster,B1,Noun,,,
die,Schaufensterpuppe,B2,Noun,,,
die,Schaukel,B2,Noun,,,
der,Schauspieler,B1,Noun,,,
die,Schauspielerin,B1,Noun,,,
das,Schawarma,B2,Noun,,,
die,Scheckkarte,B2,Noun,,,
die,Scheibe,B1,Noun,,,
die,Scheidung,B1,Noun,,,
der,Schein,A2,Noun,,,
die,Schere,A2,Noun,,,
der,Scherz,B2,Noun,,,
die,Scheu,B2,Noun,,,
das,Schicksal,B2,Noun,,,
die,Schiene,B2,Noun,,,
das,Schiff,A2,Noun,Schiffe,2.2,
das,Schild,A1,Noun,,,
die,Schildkröte,B1,Noun,Schildkröten,1.4,
der,Schimpanse,B2,Noun,,,
der,Schinken,A1,Noun,Schinken,1.6,
der,Schirm,A2,Noun,,,
der,Schlüsselanhänger,B2,Noun,,,
der,Schlüsselbund,B2,Noun,,,
der,Schlüsselring,A1,Noun,Schlüsselringe,1.8,
der,Schlafanzug,B2,Noun,,,
der,Schlafmangel,B2,Noun,,,
der,Schlafsack,B2,Noun,,,
der,Schlager,B2,Noun,,,
die,Schlagsahne,B2,Noun,,,
die,Schlagzeile,B2,Noun,,,
das,Schlagzeug,B2,Noun,,,
der,Schlagzeugkurs,B2,Noun,,,
die,Schlange,B1,Noun,Schlangen,1.4,
das,Schlaraffenland,B2,Noun,,,
das,Schlauchboot,B2,Noun,,,
der,Schluckauf,B2,Noun,,,
der,Schluss,A1,Noun,,,
der,Schmerz,A2,Noun,,,
das,Schmerzmittel,B1,Noun,,,
der,Schmetterling,B2,Noun,,,
der,Schmutz,B2,Noun,,,
der,Schnaps,B2,Noun,,,
der,Schnee,A2,Noun,,,
das,Schneewittchen,B2,Noun,,,
das,Schneidebrett,B2,Noun,,,
der,Schnitt,B1,Noun,,,
das,Schnitzel,B2,Noun,,,
der,Schnupfen,B1,Noun,,,
der,Schnurrbart,B2,Noun,,,
der,Schock,A2,Noun,,,
die,Schraube,B2,Noun,,,
der,Schreck,B1,Noun,,,
der,Schrecken,B1,Noun,,,
der,Schreibtisch,B2,Noun,,,
die,Schreibtischlampe,B2,Noun,,,
